[0.14-11.42] 好
[5582.55-5582.57] 啊
[5582.57-5582.59] 啊
[5582.59-5582.61] 啊
[5582.61-5582.63] 啊
[5582.63-5582.65] 啊
[5582.65-5582.67] 啊
[5582.67-5582.69] 啊
[5582.69-5582.73] 啊
[5582.73-5582.77] 啊
[5582.77-5582.79] 啊
[5582.79-5582.83] 啊
[5582.83-5582.89] 啊
[5582.89-5582.97] 啊
[5582.97-5583.17] 啊
[5583.17-5583.19] 啊
[5583.19-5586.23] ,
[5586.23-5586.25] 啊
[5586.25-5586.27] 啊
[5586.27-5586.49] 啊
[5586.49-5586.51] 啊
[5586.51-5586.53] 啊
[5586.53-5586.55] 啊
[5586.55-5586.61] 啊
[5586.61-5586.71] 啊
[5586.71-5586.73] 啊
[5586.73-5586.79] 啊
[5586.79-5586.85] 啊
[5586.85-5586.87] 啊
[5586.87-5586.91] 啊
[5586.91-5586.93] 啊
[5586.93-5587.01] 啊
[5587.01-5587.03] 啊
[5587.03-5588.55] 宅也是个NPC
[5588.55-5588.97] 对
[5588.97-5589.77] 他是个NPC
[5589.77-5590.57] 确实是
[5590.57-5592.59] 嗯
[5592.59-5593.57] 对
[5593.57-5594.55] Boss也是NPC
[5594.55-5595.01] 没错
[5595.01-5596.65] 那官委的Boss他也是NPC
[5596.65-5597.45] 没错
[5597.45-5597.95] 啊
[5597.95-5599.31] 嗯
[5599.31-5601.59] 王叔看艺人之下吗
[5601.59-5602.85] 什么网上艺人之下不看
[5602.85-5603.57] 我都不知道
[5603.57-5605.47] 嗯
[5605.47-5607.33] 大老王觉得汪宇过怎么样
[5607.33-5609.49] 汪宇怎么会投胎呀
[5609.49-5609.71] 操
[5609.71-5611.77] 但是你看我们俩同岁
[5611.77-5612.41] 你看我
[5612.41-5612.63] 啊
[5612.63-5613.29] 头发的颜色
[5613.29-5614.67] 你再看汪宇的头发颜色
[5614.67-5616.33] 你看我脸上的皱纹
[5616.33-5618.01] 你看我的脸的颜色
[5618.01-5619.13] 你再看汪宇的颜色
[5619.13-5621.63] 我今天看他结婚照了
[5621.63-5623.33] 他在巴黎在那晒结婚照
[5623.33-5623.95] 我操
[5623.95-5625.43] 我一点都不酸
[5625.43-5626.29] 一把傻逼说我酸
[5626.29-5627.19] 我一点都不酸
[5627.19-5628.21] 我老高兴了
[5628.21-5629.51] 第一我们俩同岁
[5629.51-5631.37] 汪宇大概只比我大几天
[5631.37-5633.53] 然后汪宇老成那操行
[5633.53-5635.47] 就是看起来像我叔叔
[5635.47-5637.95] 我当时我觉得我好成功
[5637.95-5639.61] 我虽然头他还比他差了
[5639.61-5640.63] 一个银河系
[5640.63-5642.09] 但是他现在比我差了
[5642.09-5642.63] 一个银河系
[5642.63-5643.03] 这是第一
[5643.03-5644.73] 第二我再看他那个老婆
[5644.73-5647.23] 我更觉得我成功
[5647.23-5651.42] 那就是一个什么呢
[5651.42-5654.18] 叫粗脖子
[5654.18-5656.06] 干巴脸
[5656.06-5657.82] 然后那个大脚踝
[5657.82-5661.46] 那个农妇脚
[5661.46-5664.94] 反正总之就是身体也没白肉
[5664.94-5665.44] 哎呀
[5665.44-5666.04] 好男
[5666.04-5667.90] 什么也一身毛
[5667.90-5668.88] 好女生标啊
[5668.88-5669.68] 那干的
[5669.68-5671.30] 我去打全国
[5671.30-5671.90] 我操
[5671.90-5673.56] 那汪宇真是厉害啊
[5673.56-5673.74] 啊
[5673.76-5674.30] 厉害
[5674.30-5680.40] 预感九三阅兵会有啥时候
[5680.40-5680.98] 不能说
[5680.98-5682.24] 那不能说啊
[5682.24-5682.92] 那个就是说
[5682.92-5683.80] 那说完了他不
[5683.80-5685.46] 他不灵了啊
[5685.46-5687.70] 我都今天给你点了一句
[5687.70-5688.02] 就是
[5688.02-5688.96] 然后到时候
[5688.96-5691.30] 到时候那天咱看啊
[5691.30-5693.98] 汪宇是谁
[5693.98-5695.40] 没听说汪宇是谁
[5695.40-5695.96] 汪宇是谁
[5695.96-5696.32] 你都不知道
[5696.32-5698.44] 汪宇是上海滩第一公子
[5698.44-5700.30] 那就汪宇是他妈的
[5700.30-5702.12] 全上海横着走
[5702.12-5704.00] 汪宇他爹叫汪道寒
[5704.00-5705.36] 那江湖时代
[5705.36-5706.38] 就是江泽民时代
[5706.38-5706.50] 那江湖时代
[5706.50-5708.34] 就是我们做生意那个时代
[5708.34-5710.34] 三十岁左右的时代
[5710.34-5712.04] 那上海滩一哥
[5712.04-5713.08] 汪宇是一哥
[5713.08-5714.16] 听明白了吗
[5714.16-5716.36] 习近平习远平见识他的
[5716.36-5719.56] 客气的不得了
[5719.56-5721.10] 就是汪宇
[5721.10-5723.46] 汪宇三十岁是他人生最高峰
[5723.46-5727.26] 2005年是汪宇人生最高峰
[5727.26-5729.66] 确实厉害
[5729.66-5731.28] 那年跟赵薇谈朋友
[5731.28-5732.40] 赵薇是他女朋友
[5732.40-5734.88] 那互来换去的
[5734.88-5735.38] 赵薇过来
[5735.38-5736.18] 赵薇就过来了
[5736.18-5736.48] 那汪宇是他女朋友
[5736.50-5738.22] 就这么样
[5738.22-5739.48] 特别厉害
[5739.48-5741.84] 那时候赵薇刚演完《还珠格格》
[5741.84-5742.68] 嘴火的时候
[5742.68-5746.04] 王哥我给您支付宝
[5746.04-5747.44] 打了一万八请您算命
[5747.44-5748.12] 王冠看一下
[5748.12-5749.62] 算命优先
[5749.62-5750.44] KC梁
[5750.44-5751.70] 谢谢你
[5751.70-5753.16] 这么给面子
[5753.16-5754.06] 一万八
[5754.06-5755.40] 我靠
[5755.40-5757.06] 咱俩得证明
[5757.06-5757.54] KC梁
[5757.54-5758.62] 你不是我的分身
[5758.62-5759.60] 你不是咱俩在这
[5759.60-5761.18] 打广告骗人的
[5761.18-5763.04] 他可能是真打了
[5763.04-5763.56] 我一会看
[5763.56-5765.56] 抓到王哥直播
[5765.56-5766.28] 就得感谢一次
[5766.28-5767.02] 休共招
[5767.02-5767.98] 谢谢你
[5768.00-5769.34] 我咋带感谢你了
[5769.34-5772.02] 艾丽莎
[5772.02-5775.30] 什么东西
[5775.30-5777.22] 他怎么给我打
[5777.22-5778.50] 怎么叫这名
[5778.50-5780.18] 你不能叫这名
[5780.18-5782.02] 不能叫这名
[5782.02-5782.38] 那个
[5782.38-5786.82] 向圣上汇报的人选
[5786.82-5787.38] 选出来了
[5787.38-5788.78] 那我不知道了
[5788.78-5790.38] 老王叔
[5790.38-5791.84] 我给你写信
[5791.84-5793.50] 请你看命
[5793.50-5795.36] 怎么给你付款
[5795.36-5797.98] 都是信息
[5798.00-5800.38] 不是都给我支付宝付的吗
[5800.38-5801.38] 我也不知道
[5801.38-5802.88] 你怎么付都行
[5802.88-5804.48] 不是吧
[5804.48-5805.20] 汪宇的女朋友
[5805.20-5807.12] 不是情深深与蒙蒙里边
[5807.12-5807.86] 那个吗
[5807.86-5808.98] 叫什么鱼的
[5808.98-5811.04] 他女朋友多了去了
[5811.04-5812.80] 他最著名的女朋友
[5812.80-5813.34] 就是赵薇
[5813.34-5815.92] 赵薇是他最著名的女朋友
[5815.92-5817.76] 就是他人生最高阶段
[5817.76-5819.88] 也是赵薇人生最高阶段的女朋友
[5819.88-5821.18] 那个男朋友
[5821.18-5822.72] 他俩差点结婚
[5822.72-5826.98] 汪宇是汪道涵的三儿子
[5826.98-5827.98] 但是呢
[5828.00-5830.12] 对外宣称是汪道涵的孙子
[5830.12-5830.96] 其实不是
[5830.96-5833.60] 就是汪道涵汪老了以后
[5833.60-5835.62] 我给你多说几句吧
[5835.62-5837.38] 就是汪道涵有多牛逼
[5837.38-5838.48] 就是海协会海基会
[5838.48-5839.66] 那个会长汪道涵
[5839.66-5843.52] 汪道涵家族是名国名流
[5843.52-5844.56] 就是非常牛逼
[5844.56-5845.22] 非常牛逼的
[5845.22-5847.40] 在海峡两岸国共两党都得给买面子
[5847.40-5848.64] 这样的家族
[5848.64-5850.28] 那你就你们就不要比了
[5850.28-5852.16] 投胎什么毛泽东
[5852.16-5852.92] 那个土豹子
[5852.92-5854.28] 什么周恩来
[5854.28-5855.46] 那个死人妖
[5855.46-5857.36] 什么蒋介石
[5857.36-5857.86] 那个他妈的死人妖
[5857.86-5857.98] 什么蒋介石
[5858.00-5858.46] 死君法
[5858.46-5859.22] 都比不了
[5859.22-5861.06] 汪道涵家族是这样的
[5861.06-5862.84] 汪道涵呢
[5862.84-5865.36] 就是他在年轻的时候
[5865.36-5867.68] 他对江泽民是有救命之恩
[5867.68-5868.96] 也是治愈之恩
[5868.96-5869.66] 对江泽民
[5869.66-5873.00] 所以江泽民对于汪道涵特别好
[5873.74-5874.54] 就是这样
[5874.54-5875.52] 没有汪道涵
[5875.52-5876.42] 就没有江泽民
[5876.42-5877.16] 就可以这么讲
[5877.16-5879.46] 然后呢
[5879.46-5880.66] 江泽民当了皇上之后
[5880.66-5881.62] 那当然汪道涵
[5881.62-5883.80] 本来人家汪道涵也挺牛逼的
[5883.80-5886.38] 那汪道涵就更牛逼了
[5886.38-5887.86] 然后汪道涵呢
[5887.86-5890.36] 就是善得财补之法
[5890.36-5891.64] 跟叶剑英似的
[5891.64-5892.50] 能力很强
[5892.50-5895.66] 汪道涵七老八十的时候
[5895.66-5897.82] 汪道涵还有性生活呢
[5897.82-5899.82] 还日人小年轻
[5899.82-5901.70] 上海小妹子
[5901.70-5903.66] 肚子给干大了
[5903.66-5904.34] 生出来了
[5904.34-5905.62] 1975年
[5905.62-5907.04] 就生出来了汪宇
[5907.04-5908.90] 所以汪道涵的小儿子那是
[5908.90-5912.18] 没错
[5912.18-5913.74] 长者是汪道涵提起来的
[5913.74-5914.44] 所以长者
[5914.44-5915.10] 长者
[5915.10-5917.50] 那你要是长者
[5917.50-5917.84] 你也会
[5917.86-5918.40] 感谢
[5918.40-5920.28] 没有汪道涵提拔你
[5920.28-5921.54] 你又算个屁呀
[5921.54-5924.54] 所以这个长者是感谢汪道涵的
[5924.54-5927.32] 那汪道涵这小儿子汪宇
[5927.32-5931.10] 在长者当总书记的时候
[5931.10-5933.02] 那汪宇那时候三十岁
[5933.02-5935.34] 那在上海是啥状态
[5935.34-5942.82] 月饼是半瓶子被人架出去
[5942.82-5945.60] 王哥只看龙珠吗
[5945.60-5947.52] 看看鬼灭之刃
[5947.52-5949.24] 鬼灭之刃
[5949.24-5949.96] 没看过
[5949.96-5951.08] 上海台湾
[5951.10-5952.48] 一哥不是许文强吗
[5952.48-5957.88] 那是香港无限的上海谈一哥
[5957.88-5961.64] 京城四少最牛逼的就是汪宇
[5961.64-5962.12] 没错
[5962.12-5963.14] 汪宇是排第一
[5963.14-5964.56] 后边三个狗屁不是
[5964.56-5965.74] 明白吧
[5965.74-5967.32] 就后边三个是充数了
[5967.32-5969.14] 北京人弄什么就爱四
[5969.14-5972.26] 北京人就是四大这四大那个的
[5972.26-5972.96] 四大傻
[5972.96-5974.44] 手机摇里跨
[5974.44-5975.40] 购物上艳纱
[5975.40-5976.82] 小姐留电话
[5976.82-5980.00] 还有第四大傻是啥来着
[5980.00-5980.76] 就是四大傻
[5980.76-5981.08] 第四大傻是啥来着
[5981.10-5984.34] 就是京城四少
[5984.34-5986.14] 四大白
[5986.14-5987.20] 对吧
[5987.20-5988.74] 四大红
[5988.74-5991.76] 我做过的一期北京
[5991.76-5993.32] 土话
[5993.32-5995.30] 北京喜欢凑四
[5995.30-5997.04] 四大白
[5997.04-5998.64] 天上的云
[5998.64-5999.90] 地下的雪
[5999.90-6002.00] 姑娘的大屁股
[6002.00-6004.26] 还有什么四大白
[6004.26-6008.61] 最近印尼雅加达暴乱
[6008.61-6009.61] 申请了海贼王
[6009.61-6012.61] 星期一我们说印尼雅加达暴乱
[6012.63-6014.63] 给你们讲印尼历史
[6014.63-6016.51] 咱们星期一就明天
[6016.51-6018.17] 历史频道时间到了
[6018.17-6019.45] 明天给大家讲
[6019.45-6021.15] 印尼
[6021.15-6021.95] 印尼史
[6021.95-6025.29] 汪宇金婚照面相变了好多
[6025.29-6026.25] 是
[6026.25-6029.83] 张飞李逵
[6029.83-6031.03] 驴鸡吧地雷
[6031.03-6031.83] 那是四大黑
[6031.83-6034.51] 那四大黑
[6034.51-6036.61] 北京的四大黑
[6036.61-6037.31] 就是张飞
[6037.31-6038.79] 李逵
[6038.79-6042.23] 还有那个驴鸡吧地雷
[6042.63-6046.97] 城南城北
[6046.97-6049.33] 四九城略有不同版本
[6049.33-6051.21] 但是都差不多的意思
[6051.21-6056.26] 王叔
[6056.26-6057.16] 音律无情
[6057.16-6058.12] 还有四大锦
[6058.12-6059.16] 四大玄
[6059.16-6060.06] 你知道吧
[6060.06-6061.68] 四大玄可有意思
[6061.68-6063.16] 四大玄最玄的那就是
[6063.16-6065.02] B帮上的鸟
[6065.02-6066.96] 鸟在B帮上
[6066.96-6071.24] 你知道大鸟搭在B帮上
[6071.24-6072.22] 那是四大玄
[6072.22-6073.56] 一下不就进去了吗
[6073.56-6074.86] 蹭蹭我不进去
[6074.86-6076.22] 四大玄
[6076.22-6077.66] 北京爱凑四
[6077.66-6079.48] 其实真正的就是说其中一个
[6079.48-6080.10] 就是汪宇
[6080.10-6083.30] 剩下仨是抓出来给他凑数了
[6083.30-6085.82] 四大玄就是实际上是想说的是
[6085.82-6087.04] 基本搭在B帮上
[6087.04-6088.38] 什么孩子
[6088.38-6091.08] 这什么孩子坐在什么井檐上
[6091.08-6092.70] 那都是凑这四大的
[6092.70-6097.09] 大姑娘的裤衩火烧云
[6097.09-6097.95] 那是四大红
[6097.95-6102.25] 其实为了说大姑娘的裤衩
[6102.25-6103.65] 但是他就是
[6103.65-6105.03] 加上个火烧云
[6105.03-6111.38] 好拿一身毛
[6111.38-6112.40] 好拿一身票
[6113.42-6115.32] 人家是为了说好女生标
[6115.32-6116.44] 凑了个好男一身毛
[6116.44-6118.38] 你就别跟着起哄了
[6118.38-6121.00] 王叔温哥华房产怎么看
[6121.00-6122.24] 温哥华房产是这样
[6122.24-6125.66] 昨天我正好跟温哥华当地的好朋友们
[6125.66-6128.34] 在一起待了一天家庭聚会
[6128.34-6129.72] 两家人聚会
[6129.72-6132.66] 然后那是个富二代的家庭
[6132.66-6135.42] 其实虽然是叫我哥
[6135.42-6138.84] 但是他们实际上是更像我闺女这一代
[6138.84-6141.28] 就是父母移民
[6141.28-6143.04] 把他们送过来读书的
[6143.42-6146.32] 但是他们的父母是中国第一代
[6146.32-6149.08] 有能力把自己的用钱移民
[6149.08-6151.78] 出去买房子的这种中国人
[6151.78-6153.60] 不是大富之家
[6153.60-6155.30] 但是也是中富之家
[6155.30-6156.26] 这样的一个家庭
[6156.26-6157.56] 非常好的家庭教育背景
[6157.56-6159.56] 他就说
[6159.56-6163.42] 他说王哥我刚来温哥华
[6163.42-6166.14] 我就觉得这个地方是世界上最好的地方
[6166.14-6169.64] 根本就没有比这个地方更好的地方了
[6169.64-6171.90] 哎呀冬天夏天春天秋天
[6171.90-6173.26] 都是那么完美
[6173.26-6173.40] 而且这个地方是最好的
[6173.42-6174.54] 而且物价那么好
[6174.54-6176.56] 然后那个吃的又那么好
[6176.56-6179.68] 然后我就觉得这个地方的房子不涨
[6179.68-6180.78] 没道理
[6180.78-6183.46] 这全加拿大的人都想来温哥华
[6183.46-6184.82] 只是来得起来不起
[6184.82-6186.24] 但是呢
[6186.24-6187.54] 凡事就怕个但是
[6187.54-6189.00] 就是温哥华现在呢
[6189.00-6191.30] 是NDP执政
[6191.30-6193.60] 就是社会主义共产党执政
[6193.60-6197.44] NDP就几乎等于共产党
[6197.44-6198.86] 但是他没有中国共产党
[6198.86-6201.46] 那个务实那个那股劲儿
[6201.46-6202.72] 就是一群毛左党
[6202.72-6203.26] 所以他就说
[6203.26-6206.02] 所以呢他就压制房地产
[6206.02-6207.74] 以至于现在温哥华的房价
[6207.74-6210.10] 比旧金山要便宜三倍
[6210.10-6211.30] 这是没道理的
[6211.30-6212.26] 你知道吧
[6212.26-6212.80] 但是呢
[6212.80-6213.82] 那没办法呀
[6213.82-6215.16] 他一时半会儿他也下不去
[6215.16-6217.18] 因为基本盘很强硬
[6217.18-6219.02] 他们是白左的基本盘啊
[6219.02-6220.84] 所以确实是你就是
[6222.10-6223.26] 房子便宜啊
[6223.26-6224.08] 真的是很便宜
[6225.10-6226.26] 嗯
[6226.26-6229.60] 你就你要感谢那个白左政府帮你啊
[6229.60-6232.66] 把那个把那个弹簧往下压了
[6232.66-6233.10] 快十五岁啊
[6233.10-6234.18] 十五年了啊
[6234.18-6235.92] 那个房价压了十多年了
[6235.92-6236.42] 房价
[6237.30-6239.38] 所以房价也不会涨
[6239.38-6241.50] 公寓四五十万的公寓
[6241.50-6242.34] 加币四五十万
[6242.34-6245.22] 相当于二三百万人民币的温哥华的工具
[6245.22-6246.12] 非常好
[6246.12-6246.96] 非常好
[6246.96-6251.09] 比你们在中国买的工具好多了
[6251.09-6254.03] 老王叔讲下加拿大的法拍房
[6254.93-6258.05] 呃加拿大法拍房一般也都有问题
[6258.05-6259.61] 没有什么
[6259.61-6260.27] 嗯
[6260.27-6261.29] 我研究过一段时间
[6261.29-6262.89] 我觉得没啥意思啊
[6262.89-6264.83] 就没有什么坑让你捡着啊
[6264.83-6265.99] 漏了让你捡着
[6265.99-6266.21] 没有
[6266.21-6268.79] 嗯
[6268.79-6272.23] 老王你现在瓶切板瓶的太多饿了
[6272.23-6272.91] 油管没事
[6272.91-6273.97] 这是一个正常过程
[6273.97-6276.31] 油管推来太多重复以前看过的
[6276.31-6277.39] 他会优胜劣汰的
[6277.39-6278.57] 你别着急啊
[6278.57-6282.75] 用不了三个月四个月就会留下四五个墙的
[6282.75-6284.57] 剩下都会自己自己关掉的
[6284.57-6287.16] 嗯
[6287.16-6288.82] 老王把所有广告都打开了
[6288.82-6289.56] 还不能跳过
[6289.56-6290.52] 嘿嘿嘿
[6290.52-6292.22] 我没有选啊
[6292.22-6293.30] 我是打开广告
[6293.30-6294.60] 但是我没有选
[6294.60-6295.58] 不能跳过
[6295.58-6296.16] 哎
[6296.16-6296.32] 哎
[6296.32-6296.48] 哎
[6296.50-6296.92] 飘啊
[6296.92-6297.58] 小少妇啊
[6297.58-6299.64] 你不能冤枉你王叔啊
[6299.64-6299.90] 啊
[6299.90-6301.82] 我没这我我撒谎
[6301.82-6302.78] 我今天扬尾啊
[6302.78-6303.44] 我撒谎
[6303.44-6304.20] 我永远扬尾
[6304.20-6306.58] 我没有选不能跳过
[6306.58-6309.74] 油管现在不给我选择不能跳过和跳过
[6309.74-6311.98] 那是油管自己的
[6311.98-6313.58] 他叫automatically match
[6313.58-6316.26] 就是我也不知道他哪个能跳过
[6316.26-6317.06] 哪个不能跳过
[6317.06-6318.88] 但是对于我来说
[6318.88-6322.20] 那为什么不让你们看看广告呢
[6322.20-6323.76] 你着急干啥
[6323.76-6324.94] 小少妇
[6324.94-6325.98] 啊
[6325.98-6326.48] 你拿着
[6326.50-6328.10] 难道着急干什么去刑房吗
[6328.10-6331.58] 大老王现在算命吗
[6331.58-6333.14] 现在基本上不算了啊
[6333.14-6334.02] 便宜的不算了
[6334.02-6336.24] 高价的算了啊
[6336.24-6338.38] 就是就就就就没时间啊
[6338.38-6340.66] 说孙宏磊定居澳洲了
[6340.66-6342.50] 那这这这有什么
[6342.50-6343.86] 这有什么奇迹的
[6343.86-6345.22] 那不太正常了
[6345.22-6347.48] 孙宏磊还来温哥华过呢
[6347.48-6348.78] 他在温哥华买房子了
[6348.78-6349.56] 嗯
[6349.56-6354.03] 老王学会开游艇以后会去学飞行吗
[6354.03-6355.33] 绝不会绝不会去啊
[6355.33-6356.45] 不会去啊
[6356.45-6358.81] 飞机和摩托车啊
[6358.81-6359.89] 到此为止啊
[6359.89-6360.91] 不再烧了啊
[6360.91-6365.48] 王叔温哥华和墨尔本哪个适合北方人
[6365.48-6366.60] 墨尔本
[6366.60-6367.68] 嗯
[6367.68-6370.70] 温哥华不太适合北方人
[6370.70-6372.06] 因为温华四季如春
[6372.06-6372.98] 不冷
[6372.98-6374.22] 冬天一点都不冷
[6374.22-6376.08] 冬天所有草是绿的
[6376.08-6379.04] 冬天温哥华的温度比上海还要暖和
[6379.04-6380.54] 你想想他虽然纬度高
[6380.54-6384.40] 他他你要想北方人那种四季四季分明啊
[6384.40-6386.14] 你去多伦多啊
[6386.14-6387.58] 或者墨尔本啊都可以
[6387.58-6390.59] 教主给我一万的话
[6390.59-6391.41] 能当二教主
[6391.43-6392.37] 我给一万的话
[6392.37-6392.95] 必须呢
[6392.95-6394.59] 咱们二教主竞争上岗的
[6394.59-6395.95] 谁给的多
[6395.95-6397.63] 谁当二教主啊
[6397.63-6398.83] 那个
[6398.83-6402.31] 王叔因为家里被迫害
[6402.31-6404.29] 我需要举报副部级领导
[6404.29-6405.35] 会有多大危险
[6405.35-6407.47] 有条件移民需要跑吗
[6407.47-6409.86] 哎呦
[6409.86-6411.24] 你这个说的有点含糊
[6411.24-6413.48] 就是哪一个部的副部级
[6413.48-6416.70] 如果要是公安部的副部级
[6416.70-6419.66] 那你最好是先移民再举报
[6419.66-6421.88] 如果是一个
[6421.88-6422.92] 根本就干亲烂友
[6422.94-6424.06] 干肘子也打不着的
[6424.06-6426.88] 那么一个休闲养老部的副部级的话
[6426.88-6428.30] 那你可以举报他
[6428.30-6430.80] 所以你要具体讲
[6430.80-6435.49] 国内怎么拥有海国外支付账户
[6435.49-6436.45] 那太简单了
[6436.45-6437.89] 开个visa信用卡
[6437.89-6439.69] master信用卡不就都可以吗
[6439.69-6440.99] 嗯
[6440.99-6443.49] 说到飞行
[6443.49-6445.37] 王叔如何看待国内低空经济
[6445.37-6446.27] 不太可能啊
[6446.27-6447.29] 共产党在就不太可能
[6447.29-6449.17] 王总
[6449.17-6451.27] 加拿大温哥华上玩热气球不
[6451.27-6452.63] 要在温哥华投一个热气球
[6452.63-6453.65] 俱乐部能有前景
[6453.65-6454.47] 我我不知道
[6454.63-6456.35] 这个你问到我的盲区里去了
[6456.35-6457.87] 你自己问叉叉gtp
[6457.87-6458.35] gtp
[6458.35-6459.37] 我不知道啊
[6459.37-6460.59] 我没见过玩的
[6460.59-6461.59] 我估计不可以
[6461.59-6464.27] 我没见过玩热气球的
[6464.27-6466.41] 那就这个就很有说明力啊
[6466.41-6468.97] 你想加拿大人这么爱玩户外运动
[6468.97-6469.79] 我没见过
[6469.79-6471.73] 那就说明不不不疲惫啊
[6471.73-6473.17] 温哥华冷
[6473.17-6475.39] 傻你个傻胡说八道
[6475.39-6476.07] 温哥华冷
[6476.07-6476.83] 你妈个比冷
[6476.83-6477.89] 冬天都不结冰
[6477.89-6478.75] 怎么会冷呢
[6478.75-6480.85] 必须跑
[6480.85-6483.91] 王叔温华一家三口买房子
[6483.91-6484.53] 需要多少钱
[6484.53-6484.61] 啊
[6484.63-6486.19] 连排或者独栋那栋
[6486.19-6487.29] 不用太豪华
[6487.29-6488.31] 清静好
[6488.31-6489.85] 那就分区啊
[6489.85-6491.23] 分城市啊
[6491.23-6493.89] 如果你要是列治文啊
[6493.89-6495.45] 就是中国人最多的地方
[6495.45-6496.57] 那独栋的话
[6496.57-6497.45] 大概两百万
[6497.45-6498.31] 连排的话
[6498.31-6500.43] 大概一百万加币啊
[6500.43-6501.73] 就是已经很好了啊
[6501.73-6502.43] 都是最好的区
[6502.43-6505.83] 而且那个房子就是倍儿有面子啊
[6505.83-6510.93] 两百万加币买的独栋和一百万加币买的连排都倍儿有面子啊
[6510.93-6511.89] 一家三口
[6511.89-6514.53] 那你就是其实连排就足够了啊
[6514.53-6517.05] 独栋连排涨幅差不多
[6517.05-6518.41] 嗯不会差太多
[6518.41-6521.13] 但是有一条就是温华的公寓不涨啊
[6521.13-6522.51] 千万别买公寓啊
[6522.51-6524.43] 公寓全是空置了
[6524.43-6524.85] 为啥
[6524.85-6525.77] 太多了
[6525.77-6529.11] 盖个公寓到处都是公寓全是公寓
[6529.11-6531.09] 所以你要是解决居住
[6531.09-6533.25] 不是解决这个增值问题的话
[6533.25-6534.33] 那公寓是太好了
[6534.33-6535.03] 你是真的吗
[6535.03-6540.67] 便宜公寓Visa信用卡在哪开建设银行
[6540.67-6541.45] 门口出门
[6541.45-6546.45] 左转门口的建行交行中信民生
[6546.45-6547.19] 哎
[6547.19-6548.17] 跟桂园小姐说
[6548.17-6549.33] 我开个Visa信用卡
[6549.33-6552.80] 来晚了
[6552.80-6554.00] 信技巧讲完了
[6554.00-6554.40] 啊
[6554.40-6555.24] 对刚讲完
[6555.24-6555.62] 嗯
[6555.62-6556.76] 讲了一小时
[6556.76-6560.00] 老王短租住在列治文还是温哥华比较好
[6560.00-6561.00] 一家三口
[6561.00-6562.80] 短期旅居三个月
[6562.80-6564.24] 哎
[6564.24-6565.50] 那都都不错呀
[6565.50-6566.58] 他俩离也不远
[6566.58-6567.64] 开车二十分钟啊
[6567.64-6568.38] 过个桥就到了
[6568.38-6569.02] 啊
[6569.02-6569.98] 所以你就都可以
[6569.98-6572.92] 嗯
[6572.92-6573.44] 教主
[6573.44-6575.70] 我现在被亲封的二教主
[6575.70-6577.14] 能卖多少钱
[6577.14-6578.42] 哈哈哈哈
[6578.42-6579.86] 如果有人给我打电话
[6579.88-6580.96] 一万你打二教主
[6580.96-6582.52] 明天我就一主啊
[6582.52-6584.20] 还有切片呢
[6584.20-6585.08] 和直播回放
[6585.08-6586.64] 对直播一会就回放
[6586.64-6589.12] 王总两个手机的大
[6589.12-6591.06] 大的水泵
[6591.06-6592.70] 可以直接喷二十米高
[6592.70-6594.68] 给农场浇水
[6594.68-6596.18] 可以有市场吗
[6596.18-6598.26] 你这都问我啥呀
[6598.26-6599.14] 你没市场
[6599.14-6601.02] 你不可能有市场
[6601.02-6603.46] 有什么用啊
[6603.46-6605.18] 你知道这儿的农场有多大
[6605.18-6606.82] 农场最小十A克
[6606.82-6608.66] 都是二三十个A克
[6608.66-6609.78] 一个A克是七亩
[6609.78-6609.86] 对吧
[6609.88-6612.76] 你充二十米的这个水泵
[6612.76-6613.80] 有个屌用啊
[6613.80-6615.10] 那装多少水泵啊
[6615.10-6616.16] 没有用
[6616.16-6620.07] 呃
[6620.07-6620.59] 王大哥
[6620.59-6621.97] 我因为开赌场
[6621.97-6624.43] 被河南信阳市故事县立案
[6624.43-6625.49] 目前取保
[6625.49-6627.09] 获利八十五万
[6627.09-6628.03] 这个退赃
[6628.03-6629.35] 可以和法院商量吗
[6629.35-6630.43] 那我不知道啊
[6630.43-6632.17] 你这
[6632.17-6633.79] 你这行我没干过
[6633.79-6634.37] 开赌场
[6634.37-6635.01] 我不知道
[6635.01-6637.79] 公寓和联排一样
[6637.79-6638.75] 管理费是死穴
[6638.75-6640.83] 0.5dollar一英尺
[6640.83-6641.53] 我算算
[6641.53-6642.59] 0.5dollar一英尺
[6642.59-6645.29] 一千英尺的话
[6645.29-6648.65] 500dollar两千英尺
[6648.65-6649.35] 差不多啊
[6649.35-6652.25] 这0.5差不多
[6652.25-6653.13] 嗯
[6653.13-6654.71] 五毛钱一英尺差不多
[6654.71-6658.55] 一个联排差不多一个月管理费四五百啊
[6658.55-6658.99] 那可不
[6658.99-6662.27] 也联排就是一千一千四五百尺
[6662.27-6663.63] 管理费五百左右
[6663.63-6664.43] 三毛钱吗
[6664.43-6665.89] 三四毛钱啊
[6665.89-6668.03] 三四毛钱不到五毛钱啊
[6668.03-6669.03] 公寓稍微贵一点
[6669.03-6672.90] 公寓大概到五毛钱
[6672.90-6674.02] 老王我们去短住室呢
[6674.02-6675.64] 可以有幸见见你吗
[6675.64-6676.72] 呃
[6676.72-6678.34] 有漂亮女人可以啊
[6678.34-6680.58] 没有男的就没有特殊情况
[6680.58-6681.90] 别见我了
[6681.90-6685.48] 那个南京教友我见他是因为他那个正好
